0	20879
5000	120103
10000	405
15000	2133
20000	20749
25000	955
30000	13317
35000	955
40000	25799
45000	405
50000	51
55000	31605
60000	2133
65000	2133
70000	38343
75000	392020
80000	173
85000	85621
90000	899
95000	191
100000	2133
105000	25939
110000	2637
115000	6631
120000	25939
125000	20879
130000	2133
135000	38343
140000	405
145000	12943
150000	2133
155000	2133
160000	405
165000	1325
170000	20779
175000	955
180000	405
185000	392020
190000	392020
195000	731023
200000	469317
205000	392020
210000	977
215000	955
220000	27195
225000	955
230000	2133
235000	133411
240000	20879
245000	2079
250000	21139
255000	955
260000	899
265000	61347
270000	85511
275000	955
280000	9945
285000	31175
290000	2133
295000	977
300000	26383
305000	405
310000	405
315000	16663
320000	3593
325000	14807
330000	38343
335000	133699
340000	61307
345000	955
350000	405
355000	955
360000	2925
365000	25939
370000	2459
375000	2133
380000	26383
385000	955
390000	4699
395000	955
400000	82711
405000	85621
410000	2133
415000	31421
420000	21139
425000	1325
430000	955
435000	439
440000	392017
445000	25939
450000	20779
455000	977
460000	2133
465000	857703
470000	2133
475000	955
480000	405
485000	20879
490000	2133
495000	955
500000	2701
505000	955
510000	20919
515000	25939
520000	405
525000	2009
530000	90871
535000	2133
540000	2133
545000	27247
550000	2133
555000	955
560000	3593
565000	392017
570000	2133
575000	955
580000	899
585000	3071
590000	405
595000	25939
600000	405
605000	405
610000	20779
615000	977
620000	6179
625000	2701
630000	2133
635000	16663
640000	3593
645000	392017
650000	405
655000	2133
660000	390705
665000	392029
670000	2637
675000	25939
680000	20879
685000	1795
690000	51
695000	386627
700000	2133
705000	2133
710000	392017
715000	20919
720000	857703
725000	731023
730000	392017
735000	392017
740000	731023
745000	20941
750000	2637
755000	2701
760000	134237
765000	1817
770000	977
775000	25039
780000	405
785000	1723
790000	38343
795000	4699
800000	405
805000	20879
810000	25883
815000	955
820000	405
825000	31605
830000	291
835000	2701
840000	27195
845000	2009
850000	51
855000	602483
860000	405
865000	955
870000	2133
875000	25939
880000	3593
885000	61347
890000	26105
895000	20749
900000	899
905000	405
910000	405
915000	955
920000	731023
925000	38093
930000	2133
935000	1723
940000	31439
945000	3657
950000	405
955000	23799
960000	20879
965000	2981
970000	27195
975000	191
980000	18757
985000	731023
990000	392017
995000	731023
1000000	51
1005000	25939
1010000	20779
1015000	2133
1020000	26383
1025000	2133
1030000	133
1035000	955
1040000	2337
1045000	9061
1050000	2133
1055000	38343
1060000	2133
1065000	955
1070000	90871
1075000	439
1080000	405
1085000	16663
1090000	2133
1095000	977
1100000	2133
1105000	1325
1110000	1003
1115000	857703
1120000	731023
1125000	731023
1130000	2133
1135000	955
1140000	2701
1145000	955
1150000	83231
1155000	955
1160000	405
1165000	2009
1170000	25883
1175000	2133
1180000	2133
1185000	386605
1190000	21247
1195000	2133
1200000	405
1205000	405
1210000	731023
1215000	731023
1220000	392017
1225000	9061
1230000	2637
1235000	20919
1240000	392017
1245000	392273
1250000	386605
1255000	731169
1260000	2133
1265000	37041
1270000	2133
1275000	2133
1280000	20879
1285000	46207
1290000	405
1295000	2133
1300000	20749
1305000	955
1310000	2637
1315000	25939
1320000	51
1325000	405
1330000	51
1335000	2133
1340000	2133
1345000	2133
1350000	2637
1355000	2133
1360000	173
1365000	20879
1370000	899
1375000	191
1380000	731023
1385000	61347
1390000	955
1395000	2701
1400000	85463
1405000	16663
1410000	2133
1415000	31421
1420000	2133
1425000	1723
1430000	26541
1435000	4699
1440000	405
1445000	85621
1450000	38343
1455000	955
1460000	405
1465000	25939
1470000	2637
1475000	955
1480000	31489
1485000	2009
1490000	977
1495000	977
1500000	405
1505000	392029
1510000	731023
1515000	392017
1520000	4699
1525000	2079
1530000	85511
1535000	955
1540000	899
1545000	9061
1550000	405
1555000	955
1560000	9945
1565000	6631
1570000	2133
1575000	61217
1580000	2133
1585000	405
1590000	405
1595000	97525
1600000	20879
1605000	7319
1610000	31489
1615000	2133
1620000	899
1625000	955
1630000	405
1635000	955
1640000	731023
1645000	858099
1650000	38343
1655000	2133
1660000	26383
1665000	955
1670000	2637
1675000	61347
1680000	2337
1685000	14807
1690000	2133
1695000	2701
1700000	18023
1705000	1325
1710000	392017
1715000	439
1720000	405
1725000	25939
1730000	20779
1735000	977
1740000	2133
1745000	390705
1750000	392017
1755000	392017
1760000	392017
1765000	731023
1770000	390705
1775000	392017
1780000	20749
1785000	1325
1790000	20919
1795000	955
1800000	405
1805000	2009
1810000	20779
1815000	2133
1820000	2133
1825000	27247
1830000	2133
1835000	955
1840000	602063
1845000	61347
1850000	2133
1855000	20749
1860000	899
1865000	13271
1870000	15597
1875000	25939
1880000	405
1885000	405
1890000	20779
1895000	1723
1900000	6179
1905000	857703
1910000	2133
1915000	61217
1920000	3593
1925000	46207
1930000	405
1935000	955
1940000	26541
1945000	955
1950000	405
1955000	25939
1960000	20879
1965000	2009
1970000	38343
1975000	977
1980000	2133
1985000	26383
1990000	2637
1995000	18271
2000000	3593
2005000	20879
2010000	2133
2015000	191
2020000	23567
2025000	955
2030000	731023
2035000	469085
2040000	386605
2045000	18757
2050000	20779
2055000	977
2060000	6179
2065000	1723
2070000	21247
2075000	4699
2080000	2133
2085000	26229
2090000	2133
2095000	955
2100000	469173
2105000	955
2110000	291
2115000	955
2120000	27195
2125000	2009
2130000	51
2135000	90871
2140000	405
2145000	955
2150000	21247
2155000	955
2160000	13457
2165000	38343
2170000	68057
2175000	61347
2180000	899
2185000	392029
2190000	405
2195000	955
2200000	9945
2205000	1455
2210000	2133
2215000	1723
2220000	405
2225000	13701
2230000	731024
2235000	386627
2240000	392017
2245000	2981
2250000	27195
2255000	20919
2260000	2701
2265000	955
2270000	392017
2275000	392017
2280000	25799
2285000	392029
2290000	38343
2295000	2133
2300000	857680
2305000	2133
2310000	133
2315000	24387
2320000	2337
2325000	4519
2330000	2133
2335000	61347
2340000	2133
2345000	20941
2350000	955
2355000	439
2360000	405
2365000	410313
2370000	20779
2375000	2701
2380000	26383
2385000	1325
2390000	1003
2395000	4699
2400000	392017
2405000	9061
2410000	20779
2415000	955
2420000	2701
2425000	955
2430000	731024
2435000	955
2440000	405
2445000	2009
2450000	977
2455000	955
2460000	2133
2465000	2133
2470000	133
2475000	955
2480000	31475
2485000	405
2490000	2133
2495000	390705
2500000	899
2505000	3071
2510000	15597
2515000	20919
2520000	3593
2525000	405
2530000	386605
2535000	1723
2540000	2133
2545000	25039
2550000	2133
2555000	2133
2560000	601648
2565000	731024
2570000	392017
2575000	2133
2580000	20749
2585000	955
2590000	2637
2595000	25939
2600000	51
2605000	405
2610000	23567
2615000	2133
2620000	2133
2625000	38343
2630000	2637
2635000	18271
2640000	20879
2645000	85621
2650000	899
2655000	191
2660000	31605
2665000	2701
2670000	2637
2675000	25939
2680000	2925
2685000	81
2690000	612966
2695000	601872
2700000	405
2705000	1723
2710000	26541
2715000	16663
2720000	405
2725000	26229
2730000	20779
2735000	955
2740000	405
2745000	955
2750000	291
2755000	858704
2760000	392017
2765000	16663
2770000	977
2775000	31421
2780000	405
2785000	392029
2790000	469116
2795000	392017
2800000	2957
2805000	61344
2810000	390705
2815000	61344
2820000	731024
